SpecimenID,ImageID,FileMD5,SessionID,SessionCollectorName,SessionCollectionDate,SessionCollectionMethod,SessionSpecimenCondition,SessionNotes,SessionCreatedAt,SessionCompletedAt,SessionSubmittedAt,SessionUpdatedAt,SessionHardwareID,ProgramCountry,DeviceID,DeviceModel,DownloadedFilename,SpeciesLabel,PhoneModel
VAB546,29822,9c1dd72a3155112a9d4fe4c51f7a4277,2473,Joselyn,2026-06-17T17:59:15.000Z,Other insectry,Fresh,anopheles Stephensi,2026-06-17T17:59:15.000Z,2026-06-17T19:09:10.000Z,2026-06-18T02:10:24.000Z,2026-06-18T02:10:24.000Z,Moto G Play 2021,United States of America,238,motorola moto g play (2021),image_29822_1209e5aa3ae6c4b8028f22c628c5f317.jpg,anopheles_stephensi,Moto G Play 2021
VAB546,29823,5812ecb23a3c2711a8ec9e8731afe570,2473,Joselyn,2026-06-17T17:59:15.000Z,Other insectry,Fresh,anopheles Stephensi,2026-06-17T17:59:15.000Z,2026-06-17T19:09:10.000Z,2026-06-18T02:10:24.000Z,2026-06-18T02:10:24.000Z,Moto G Play 2021,United States of America,238,motorola moto g play (2021),image_29823_beee4e74dcbb0dc0a8fd9c93fc58740d.jpg,anopheles_stephensi,Moto G Play 2021
VAB546,29824,2ea1b0a61a812f0906d9bc48fd18549d,2473,Joselyn,2026-06-17T17:59:15.000Z,Other insectry,Fresh,anopheles Stephensi,2026-06-17T17:59:15.000Z,2026-06-17T19:09:10.000Z,2026-06-18T02:10:24.000Z,2026-06-18T02:10:24.000Z,Moto G Play 2021,United States of America,238,motorola moto g play (2021),image_29824_9c6430e494b450a8e506ebb304966851.jpg,anopheles_stephensi,Moto G Play 2021
VAB546,29825,c6de0f90f64693eb549a636d4ddcd29f,2473,Joselyn,2026-06-17T17:59:15.000Z,Other insectry,Fresh,anopheles Stephensi,2026-06-17T17:59:15.000Z,2026-06-17T19:09:10.000Z,2026-06-18T02:10:24.000Z,2026-06-18T02:10:24.000Z,Moto G Play 2021,United States of America,238,motorola moto g play (2021),image_29825_0e6d1dad9aa56ed96be33a86219c34fc.jpg,anopheles_stephensi,Moto G Play 2021
VAB546,29826,349424692271351ab9899dabb269a909,2473,Joselyn,2026-06-17T17:59:15.000Z,Other insectry,Fresh,anopheles Stephensi,2026-06-17T17:59:15.000Z,2026-06-17T19:09:10.000Z,2026-06-18T02:10:24.000Z,2026-06-18T02:10:24.000Z,Moto G Play 2021,United States of America,238,motorola moto g play (2021),image_29826_05b54ded02652b68ec8c98f617a1b2ac.jpg,anopheles_stephensi,Moto G Play 2021
VAB545,29817,e8be3a404d2b2cc851d3aa5e32debd3a,2473,Joselyn,2026-06-17T17:59:15.000Z,Other insectry,Fresh,anopheles Stephensi,2026-06-17T17:59:15.000Z,2026-06-17T19:09:10.000Z,2026-06-18T02:10:24.000Z,2026-06-18T02:10:24.000Z,Moto G Play 2021,United States of America,238,motorola moto g play (2021),image_29817_c397187019a54815badc4ab6ef631e09.jpg,anopheles_stephensi,Moto G Play 2021
VAB545,29818,5dd5f8ab38fa27396f2baa447dcddf5a,2473,Joselyn,2026-06-17T17:59:15.000Z,Other insectry,Fresh,anopheles Stephensi,2026-06-17T17:59:15.000Z,2026-06-17T19:09:10.000Z,2026-06-18T02:10:24.000Z,2026-06-18T02:10:24.000Z,Moto G Play 2021,United States of America,238,motorola moto g play (2021),image_29818_f69a1dbf3872684212288a025f1cad69.jpg,anopheles_stephensi,Moto G Play 2021
VAB545,29819,74f90cd815b3483f2e6f5ad8eca0c305,2473,Joselyn,2026-06-17T17:59:15.000Z,Other insectry,Fresh,anopheles Stephensi,2026-06-17T17:59:15.000Z,2026-06-17T19:09:10.000Z,2026-06-18T02:10:24.000Z,2026-06-18T02:10:24.000Z,Moto G Play 2021,United States of America,238,motorola moto g play (2021),image_29819_b07a00a23501e1f27fc0d88bef7689ad.jpg,anopheles_stephensi,Moto G Play 2021
VAB545,29820,48e5520e72604295e538760a3190b94c,2473,Joselyn,2026-06-17T17:59:15.000Z,Other insectry,Fresh,anopheles Stephensi,2026-06-17T17:59:15.000Z,2026-06-17T19:09:10.000Z,2026-06-18T02:10:24.000Z,2026-06-18T02:10:24.000Z,Moto G Play 2021,United States of America,238,motorola moto g play (2021),image_29820_b9a388f71198668310cf388c95299398.jpg,anopheles_stephensi,Moto G Play 2021
VAB545,29821,4aeba313bfa326aea4a55920d8f7295a,2473,Joselyn,2026-06-17T17:59:15.000Z,Other insectry,Fresh,anopheles Stephensi,2026-06-17T17:59:15.000Z,2026-06-17T19:09:10.000Z,2026-06-18T02:10:24.000Z,2026-06-18T02:10:24.000Z,Moto G Play 2021,United States of America,238,motorola moto g play (2021),image_29821_542d081a7f536b48c73c813a430e3f54.jpg,anopheles_stephensi,Moto G Play 2021
VAB544,29812,72343ac9acb009dc57d2def38d6e42cb,2473,Joselyn,2026-06-17T17:59:15.000Z,Other insectry,Fresh,anopheles Stephensi,2026-06-17T17:59:15.000Z,2026-06-17T19:09:10.000Z,2026-06-18T02:10:24.000Z,2026-06-18T02:10:24.000Z,Moto G Play 2021,United States of America,238,motorola moto g play (2021),image_29812_1c7f7f9645b0760115a209f7a44218df.jpg,anopheles_stephensi,Moto G Play 2021
VAB544,29813,854082598a02cb251826cacedc828c8a,2473,Joselyn,2026-06-17T17:59:15.000Z,Other insectry,Fresh,anopheles Stephensi,2026-06-17T17:59:15.000Z,2026-06-17T19:09:10.000Z,2026-06-18T02:10:24.000Z,2026-06-18T02:10:24.000Z,Moto G Play 2021,United States of America,238,motorola moto g play (2021),image_29813_b3468d4a0c070416dc547cbf1f507794.jpg,anopheles_stephensi,Moto G Play 2021
VAB544,29814,b2d42cd7b387fb97720be7e602d04d3b,2473,Joselyn,2026-06-17T17:59:15.000Z,Other insectry,Fresh,anopheles Stephensi,2026-06-17T17:59:15.000Z,2026-06-17T19:09:10.000Z,2026-06-18T02:10:24.000Z,2026-06-18T02:10:24.000Z,Moto G Play 2021,United States of America,238,motorola moto g play (2021),image_29814_5d9e565e92eec6453302d04478feacb9.jpg,anopheles_stephensi,Moto G Play 2021
VAB544,29815,788d8a32e4c9f36de9fcf08c1b4d89d1,2473,Joselyn,2026-06-17T17:59:15.000Z,Other insectry,Fresh,anopheles Stephensi,2026-06-17T17:59:15.000Z,2026-06-17T19:09:10.000Z,2026-06-18T02:10:24.000Z,2026-06-18T02:10:24.000Z,Moto G Play 2021,United States of America,238,motorola moto g play (2021),image_29815_3ef06375bae23855afe56400c6d80247.jpg,anopheles_stephensi,Moto G Play 2021
VAB544,29816,1d520625e1f317ee613bb07f04bceef7,2473,Joselyn,2026-06-17T17:59:15.000Z,Other insectry,Fresh,anopheles Stephensi,2026-06-17T17:59:15.000Z,2026-06-17T19:09:10.000Z,2026-06-18T02:10:24.000Z,2026-06-18T02:10:24.000Z,Moto G Play 2021,United States of America,238,motorola moto g play (2021),image_29816_4b00c1d6f5cd48c3bf512735fa0fae69.jpg,anopheles_stephensi,Moto G Play 2021
VAB542,29802,555c832429083a7d7bdd5df22b48ccfc,2473,Joselyn,2026-06-17T17:59:15.000Z,Other insectry,Fresh,anopheles Stephensi,2026-06-17T17:59:15.000Z,2026-06-17T19:09:10.000Z,2026-06-18T02:10:24.000Z,2026-06-18T02:10:24.000Z,Moto G Play 2021,United States of America,238,motorola moto g play (2021),image_29802_d88a63bc9bff3c4d0063f43d71930bbd.jpg,anopheles_stephensi,Moto G Play 2021
VAB542,29803,cc8e9d15b8066e17b1109cb2968b5048,2473,Joselyn,2026-06-17T17:59:15.000Z,Other insectry,Fresh,anopheles Stephensi,2026-06-17T17:59:15.000Z,2026-06-17T19:09:10.000Z,2026-06-18T02:10:24.000Z,2026-06-18T02:10:24.000Z,Moto G Play 2021,United States of America,238,motorola moto g play (2021),image_29803_6b4b8c9a07d76c7ca1f619c67594a863.jpg,anopheles_stephensi,Moto G Play 2021
VAB542,29804,c318751cf98e3e4541d40ea2699261d9,2473,Joselyn,2026-06-17T17:59:15.000Z,Other insectry,Fresh,anopheles Stephensi,2026-06-17T17:59:15.000Z,2026-06-17T19:09:10.000Z,2026-06-18T02:10:24.000Z,2026-06-18T02:10:24.000Z,Moto G Play 2021,United States of America,238,motorola moto g play (2021),image_29804_d789b8864b8ed5c711b7c8a1270f9b24.jpg,anopheles_stephensi,Moto G Play 2021
VAB542,29805,5f3fe86d004105fb366de6b08866d327,2473,Joselyn,2026-06-17T17:59:15.000Z,Other insectry,Fresh,anopheles Stephensi,2026-06-17T17:59:15.000Z,2026-06-17T19:09:10.000Z,2026-06-18T02:10:24.000Z,2026-06-18T02:10:24.000Z,Moto G Play 2021,United States of America,238,motorola moto g play (2021),image_29805_55c02c889c0da1a2eef19eafec34cb83.jpg,anopheles_stephensi,Moto G Play 2021
VAB542,29806,ae9da4edd9c21e291cc2d3757d70f1a2,2473,Joselyn,2026-06-17T17:59:15.000Z,Other insectry,Fresh,anopheles Stephensi,2026-06-17T17:59:15.000Z,2026-06-17T19:09:10.000Z,2026-06-18T02:10:24.000Z,2026-06-18T02:10:24.000Z,Moto G Play 2021,United States of America,238,motorola moto g play (2021),image_29806_976e20fcea7f2fab6da5487f95595300.jpg,anopheles_stephensi,Moto G Play 2021
VAB541,29797,a47b47c3f6df5cf67fb5c1f64ff5e2be,2473,Joselyn,2026-06-17T17:59:15.000Z,Other insectry,Fresh,anopheles Stephensi,2026-06-17T17:59:15.000Z,2026-06-17T19:09:10.000Z,2026-06-18T02:10:24.000Z,2026-06-18T02:10:24.000Z,Moto G Play 2021,United States of America,238,motorola moto g play (2021),image_29797_9bdbe23e2446e7b615a692f0b0954544.jpg,anopheles_stephensi,Moto G Play 2021
VAB541,29798,00b36de75b001bdbd2ff01c5a55e0f89,2473,Joselyn,2026-06-17T17:59:15.000Z,Other insectry,Fresh,anopheles Stephensi,2026-06-17T17:59:15.000Z,2026-06-17T19:09:10.000Z,2026-06-18T02:10:24.000Z,2026-06-18T02:10:24.000Z,Moto G Play 2021,United States of America,238,motorola moto g play (2021),image_29798_865379f8bcaa49e030d0c79bac604b55.jpg,anopheles_stephensi,Moto G Play 2021
VAB541,29799,9b536297de1bd4526a0530d2c164fc5f,2473,Joselyn,2026-06-17T17:59:15.000Z,Other insectry,Fresh,anopheles Stephensi,2026-06-17T17:59:15.000Z,2026-06-17T19:09:10.000Z,2026-06-18T02:10:24.000Z,2026-06-18T02:10:24.000Z,Moto G Play 2021,United States of America,238,motorola moto g play (2021),image_29799_b159ec18ae9d8bcd639b6dc652f4f10f.jpg,anopheles_stephensi,Moto G Play 2021
VAB541,29800,48f6fc86118d7f736837c73144edf068,2473,Joselyn,2026-06-17T17:59:15.000Z,Other insectry,Fresh,anopheles Stephensi,2026-06-17T17:59:15.000Z,2026-06-17T19:09:10.000Z,2026-06-18T02:10:24.000Z,2026-06-18T02:10:24.000Z,Moto G Play 2021,United States of America,238,motorola moto g play (2021),image_29800_4dfc0d034ec11824da44aefd3ff10b85.jpg,anopheles_stephensi,Moto G Play 2021
VAB541,29801,16c5d286906fe9d54bec92d16d6385ca,2473,Joselyn,2026-06-17T17:59:15.000Z,Other insectry,Fresh,anopheles Stephensi,2026-06-17T17:59:15.000Z,2026-06-17T19:09:10.000Z,2026-06-18T02:10:24.000Z,2026-06-18T02:10:24.000Z,Moto G Play 2021,United States of America,238,motorola moto g play (2021),image_29801_d57f2275a773d7e3df256caf85d958a4.jpg,anopheles_stephensi,Moto G Play 2021
VAB548,29792,3493d2268df6d250ce4ff98bad4132e3,2472,Joselyn,2026-06-18T02:01:02.000Z,Other insectary,Fresh,anopheles Stephensi,2026-06-18T02:01:02.000Z,2026-06-18T02:07:14.000Z,2026-06-18T02:07:18.000Z,2026-06-18T02:07:18.000Z,Samsung A32,United States of America,237,samsung SM-A326U,image_29792_4646c83f01c469419ba5d1aa2200b1e6.jpg,anopheles_stephensi,Samsung A32
VAB548,29793,5601c49abd4c989a715d337ad2e089dc,2472,Joselyn,2026-06-18T02:01:02.000Z,Other insectary,Fresh,anopheles Stephensi,2026-06-18T02:01:02.000Z,2026-06-18T02:07:14.000Z,2026-06-18T02:07:18.000Z,2026-06-18T02:07:18.000Z,Samsung A32,United States of America,237,samsung SM-A326U,image_29793_33668ac2b7ff95942975cd0575887073.jpg,anopheles_stephensi,Samsung A32
VAB548,29794,9e6cd42ebfada042724d6eb5e3ec7e41,2472,Joselyn,2026-06-18T02:01:02.000Z,Other insectary,Fresh,anopheles Stephensi,2026-06-18T02:01:02.000Z,2026-06-18T02:07:14.000Z,2026-06-18T02:07:18.000Z,2026-06-18T02:07:18.000Z,Samsung A32,United States of America,237,samsung SM-A326U,image_29794_2f5f01faea075d1c8dd071e8bd183a8c.jpg,anopheles_stephensi,Samsung A32
VAB548,29795,9636aad4c4cdf60adc5648f0cea67c91,2472,Joselyn,2026-06-18T02:01:02.000Z,Other insectary,Fresh,anopheles Stephensi,2026-06-18T02:01:02.000Z,2026-06-18T02:07:14.000Z,2026-06-18T02:07:18.000Z,2026-06-18T02:07:18.000Z,Samsung A32,United States of America,237,samsung SM-A326U,image_29795_fc0251007f929dc2851c3dbb289314a4.jpg,anopheles_stephensi,Samsung A32
VAB548,29796,bfc2b119e6d06f24268efabee6f19b7a,2472,Joselyn,2026-06-18T02:01:02.000Z,Other insectary,Fresh,anopheles Stephensi,2026-06-18T02:01:02.000Z,2026-06-18T02:07:14.000Z,2026-06-18T02:07:18.000Z,2026-06-18T02:07:18.000Z,Samsung A32,United States of America,237,samsung SM-A326U,image_29796_69d71159a5f9b852e4ad76bd7ceb40fc.jpg,anopheles_stephensi,Samsung A32
VAB547,29787,46605687866de9755a1703ba431f015c,2472,Joselyn,2026-06-18T02:01:02.000Z,Other insectary,Fresh,anopheles Stephensi,2026-06-18T02:01:02.000Z,2026-06-18T02:07:14.000Z,2026-06-18T02:07:18.000Z,2026-06-18T02:07:18.000Z,Samsung A32,United States of America,237,samsung SM-A326U,image_29787_d1f030f3833cd4ac644dd474c103cf77.jpg,anopheles_stephensi,Samsung A32
VAB547,29788,373c2aa4484d30ac09f6ecc4dd43685a,2472,Joselyn,2026-06-18T02:01:02.000Z,Other insectary,Fresh,anopheles Stephensi,2026-06-18T02:01:02.000Z,2026-06-18T02:07:14.000Z,2026-06-18T02:07:18.000Z,2026-06-18T02:07:18.000Z,Samsung A32,United States of America,237,samsung SM-A326U,image_29788_710a64d0728a81d5484fb031bec2d7fa.jpg,anopheles_stephensi,Samsung A32
VAB547,29789,ea513d65624d5413e1ac1fd770d8903b,2472,Joselyn,2026-06-18T02:01:02.000Z,Other insectary,Fresh,anopheles Stephensi,2026-06-18T02:01:02.000Z,2026-06-18T02:07:14.000Z,2026-06-18T02:07:18.000Z,2026-06-18T02:07:18.000Z,Samsung A32,United States of America,237,samsung SM-A326U,image_29789_a359716a2c5087358ac1cc4c4325e9de.jpg,anopheles_stephensi,Samsung A32
VAB547,29790,c233a00033a0ee37ced2e378f1430b0e,2472,Joselyn,2026-06-18T02:01:02.000Z,Other insectary,Fresh,anopheles Stephensi,2026-06-18T02:01:02.000Z,2026-06-18T02:07:14.000Z,2026-06-18T02:07:18.000Z,2026-06-18T02:07:18.000Z,Samsung A32,United States of America,237,samsung SM-A326U,image_29790_310780888103e15548f86e70056655e2.jpg,anopheles_stephensi,Samsung A32
VAB547,29791,1a3605a692a9f1ff3c06154832d04ed0,2472,Joselyn,2026-06-18T02:01:02.000Z,Other insectary,Fresh,anopheles Stephensi,2026-06-18T02:01:02.000Z,2026-06-18T02:07:14.000Z,2026-06-18T02:07:18.000Z,2026-06-18T02:07:18.000Z,Samsung A32,United States of America,237,samsung SM-A326U,image_29791_f4a2069d74fb77b281be9e89bfb98e0d.jpg,anopheles_stephensi,Samsung A32
VAB546,29782,4fd29aa65e29618bbaba1338c2c19589,2472,Joselyn,2026-06-18T02:01:02.000Z,Other insectary,Fresh,anopheles Stephensi,2026-06-18T02:01:02.000Z,2026-06-18T02:07:14.000Z,2026-06-18T02:07:18.000Z,2026-06-18T02:07:18.000Z,Samsung A32,United States of America,237,samsung SM-A326U,image_29782_7f22bb866d73fbbdb5789f4300ef25dd.jpg,anopheles_stephensi,Samsung A32
VAB546,29783,15da44955d8e61e02ad2e8edd49530b0,2472,Joselyn,2026-06-18T02:01:02.000Z,Other insectary,Fresh,anopheles Stephensi,2026-06-18T02:01:02.000Z,2026-06-18T02:07:14.000Z,2026-06-18T02:07:18.000Z,2026-06-18T02:07:18.000Z,Samsung A32,United States of America,237,samsung SM-A326U,image_29783_b769bf48a96fb19ba50b54c6d210b329.jpg,anopheles_stephensi,Samsung A32
VAB546,29784,92bc922fa2781f265ba24b732804bfa4,2472,Joselyn,2026-06-18T02:01:02.000Z,Other insectary,Fresh,anopheles Stephensi,2026-06-18T02:01:02.000Z,2026-06-18T02:07:14.000Z,2026-06-18T02:07:18.000Z,2026-06-18T02:07:18.000Z,Samsung A32,United States of America,237,samsung SM-A326U,image_29784_29d7a2f2d603a305dcf340c8583a5206.jpg,anopheles_stephensi,Samsung A32
VAB546,29785,5a9eb08c38a20febc92c6d0bada4d491,2472,Joselyn,2026-06-18T02:01:02.000Z,Other insectary,Fresh,anopheles Stephensi,2026-06-18T02:01:02.000Z,2026-06-18T02:07:14.000Z,2026-06-18T02:07:18.000Z,2026-06-18T02:07:18.000Z,Samsung A32,United States of America,237,samsung SM-A326U,image_29785_263658d0f20c51c92d57cc6d38ded440.jpg,anopheles_stephensi,Samsung A32
VAB546,29786,9a8416a5ea1dcdfc4b3824dcaa1cd96c,2472,Joselyn,2026-06-18T02:01:02.000Z,Other insectary,Fresh,anopheles Stephensi,2026-06-18T02:01:02.000Z,2026-06-18T02:07:14.000Z,2026-06-18T02:07:18.000Z,2026-06-18T02:07:18.000Z,Samsung A32,United States of America,237,samsung SM-A326U,image_29786_8faf054c779a34a03d05958f3886fb84.jpg,anopheles_stephensi,Samsung A32
VAB545,29777,5777a009dd0a34d3cbfe900160d59f6f,2472,Joselyn,2026-06-18T02:01:02.000Z,Other insectary,Fresh,anopheles Stephensi,2026-06-18T02:01:02.000Z,2026-06-18T02:07:14.000Z,2026-06-18T02:07:18.000Z,2026-06-18T02:07:18.000Z,Samsung A32,United States of America,237,samsung SM-A326U,image_29777_772e535e53cee801b4d2b340799f190e.jpg,anopheles_stephensi,Samsung A32
VAB545,29778,3c86eb511a084b30d7a0424824effdde,2472,Joselyn,2026-06-18T02:01:02.000Z,Other insectary,Fresh,anopheles Stephensi,2026-06-18T02:01:02.000Z,2026-06-18T02:07:14.000Z,2026-06-18T02:07:18.000Z,2026-06-18T02:07:18.000Z,Samsung A32,United States of America,237,samsung SM-A326U,image_29778_733c9cb0995bfe9c0c5e681d4dbed188.jpg,anopheles_stephensi,Samsung A32
VAB545,29779,911ae71fc9b1408f4b22aa3750b208cf,2472,Joselyn,2026-06-18T02:01:02.000Z,Other insectary,Fresh,anopheles Stephensi,2026-06-18T02:01:02.000Z,2026-06-18T02:07:14.000Z,2026-06-18T02:07:18.000Z,2026-06-18T02:07:18.000Z,Samsung A32,United States of America,237,samsung SM-A326U,image_29779_85edc5a310828a7e65d28c97406af88c.jpg,anopheles_stephensi,Samsung A32
VAB545,29780,dfc80fe6738eeb659978e60ff83e9438,2472,Joselyn,2026-06-18T02:01:02.000Z,Other insectary,Fresh,anopheles Stephensi,2026-06-18T02:01:02.000Z,2026-06-18T02:07:14.000Z,2026-06-18T02:07:18.000Z,2026-06-18T02:07:18.000Z,Samsung A32,United States of America,237,samsung SM-A326U,image_29780_c4febfcf26c32e2570db9d3dd364c5ac.jpg,anopheles_stephensi,Samsung A32
VAB545,29781,cf406168b038b07e445cac184fef7e25,2472,Joselyn,2026-06-18T02:01:02.000Z,Other insectary,Fresh,anopheles Stephensi,2026-06-18T02:01:02.000Z,2026-06-18T02:07:14.000Z,2026-06-18T02:07:18.000Z,2026-06-18T02:07:18.000Z,Samsung A32,United States of America,237,samsung SM-A326U,image_29781_3ec054417977afdc14cdb9df060331d6.jpg,anopheles_stephensi,Samsung A32
VAB544,29772,cb04ad7851ee0529ff9ba404f84d1d3d,2472,Joselyn,2026-06-18T02:01:02.000Z,Other insectary,Fresh,anopheles Stephensi,2026-06-18T02:01:02.000Z,2026-06-18T02:07:14.000Z,2026-06-18T02:07:18.000Z,2026-06-18T02:07:18.000Z,Samsung A32,United States of America,237,samsung SM-A326U,image_29772_7e83decf8ac3316ea3036177d2c05b05.jpg,anopheles_stephensi,Samsung A32
VAB544,29773,77b9f4583e84abdf0e5546e53a7842e8,2472,Joselyn,2026-06-18T02:01:02.000Z,Other insectary,Fresh,anopheles Stephensi,2026-06-18T02:01:02.000Z,2026-06-18T02:07:14.000Z,2026-06-18T02:07:18.000Z,2026-06-18T02:07:18.000Z,Samsung A32,United States of America,237,samsung SM-A326U,image_29773_dfffc7643496ea2216d93aa64e65d449.jpg,anopheles_stephensi,Samsung A32
VAB544,29774,7c1e0c8de75c50ba6dc3c86111ddb3cd,2472,Joselyn,2026-06-18T02:01:02.000Z,Other insectary,Fresh,anopheles Stephensi,2026-06-18T02:01:02.000Z,2026-06-18T02:07:14.000Z,2026-06-18T02:07:18.000Z,2026-06-18T02:07:18.000Z,Samsung A32,United States of America,237,samsung SM-A326U,image_29774_adb0e459c52357a4eabbd76b60ea1df0.jpg,anopheles_stephensi,Samsung A32
VAB544,29775,fa64d4baa9d0104497a708d117e49910,2472,Joselyn,2026-06-18T02:01:02.000Z,Other insectary,Fresh,anopheles Stephensi,2026-06-18T02:01:02.000Z,2026-06-18T02:07:14.000Z,2026-06-18T02:07:18.000Z,2026-06-18T02:07:18.000Z,Samsung A32,United States of America,237,samsung SM-A326U,image_29775_5a6c593e50ccb4711f644df46ab919fc.jpg,anopheles_stephensi,Samsung A32
VAB544,29776,f7addc3f18b96d69f149985b40d46e3b,2472,Joselyn,2026-06-18T02:01:02.000Z,Other insectary,Fresh,anopheles Stephensi,2026-06-18T02:01:02.000Z,2026-06-18T02:07:14.000Z,2026-06-18T02:07:18.000Z,2026-06-18T02:07:18.000Z,Samsung A32,United States of America,237,samsung SM-A326U,image_29776_22ff3fa6c0d4a8c36c6fe69ecdf1b092.jpg,anopheles_stephensi,Samsung A32
VAB542,29762,6fc53745c53e20c370edebfdc2e32792,2472,Joselyn,2026-06-18T02:01:02.000Z,Other insectary,Fresh,anopheles Stephensi,2026-06-18T02:01:02.000Z,2026-06-18T02:07:14.000Z,2026-06-18T02:07:18.000Z,2026-06-18T02:07:18.000Z,Samsung A32,United States of America,237,samsung SM-A326U,image_29762_1b77d38041776ab54a84aaa8f25b4cb6.jpg,anopheles_stephensi,Samsung A32
